operacion_cliente,operacion_cantidad_facturas,operacion_gasto_operacional,operacion_gasto_administrativo,operacion_monto,operacion_interes,operacion_mora,operacion_fecha_curse,operacion_fecha_vencimiento,operacion_fecha_pago
5742,11,10000,0,150664773,0.015955,985687.9234791347,2020-08-27 04:40:39,2020-09-26 04:40:39,2020-11-12 04:40:39
5743,6,10000,0,364894058,0.026535,4535942.419654137,2021-01-03 00:31:11,2021-02-02 00:31:11,2021-03-21 00:31:11
5744,12,10000,0,504229623,0.025248,6177073.928219173,2021-05-04 12:08:16,2021-06-03 12:08:16,2021-07-28 12:08:16
5745,6,30000,0,232879809,0.019952,0.0,2020-05-03 06:23:12,2020-06-02 06:23:12,2020-06-02 06:23:12
5746,1,0,0,61137301,0.025447,0.0,2022-12-17 23:37:06,2023-03-17 23:37:06,2023-03-17 23:37:06
5747,6,30000,0,119513129,0.022707,0.0,2021-10-05 02:35:37,2021-11-04 02:35:37,2021-11-04 02:35:37
5748,7,0,0,452292721,0.027365,0.0,2020-09-21 09:48:30,2020-10-21 09:48:30,2020-10-21 09:48:30
5749,6,10000,0,635372940,0.024712,0.0,2023-04-23 22:41:25,2023-05-23 22:41:25,2023-05-23 22:41:25
5750,10,0,0,418044752,0.010339,0.0,2020-02-15 12:00:41,2020-03-16 12:00:41,2020-03-16 12:00:41
5751,1,0,0,493373767,0.028553,0.0,2022-10-28 08:51:55,2022-11-27 08:51:55,2022-11-27 08:51:55
5752,12,0,0,339524093,0.023878,0.0,2022-01-09 11:57:21,2022-03-10 11:57:21,2022-03-10 11:57:21
5753,11,10000,0,229613213,0.024822,3842387.2217110936,2021-04-24 23:49:27,2021-07-23 23:49:27,2021-09-20 23:49:27
5754,6,30000,0,752658219,0.020354,0.0,2021-04-03 11:05:21,2021-06-02 11:05:21,2021-06-02 11:05:21
5755,10,10000,0,124031431,0.021847,0.0,2022-01-20 10:16:38,2022-03-21 10:16:38,2022-03-21 10:16:38
5756,1,10000,0,439026774,0.022423,0.0,2023-02-11 08:17:51,2023-05-12 08:17:51,2023-05-12 08:17:51
5757,10,30000,0,748397949,0.026222,0.0,2020-06-17 08:16:22,2020-09-15 08:16:22,2020-09-15 08:16:22
5758,9,20000,0,894682969,0.026929,0.0,2021-04-24 01:08:43,2021-06-23 01:08:43,2021-06-23 01:08:43
5759,8,0,0,94845109,0.027588,0.0,2023-09-13 19:34:14,2023-11-12 19:34:14,2023-11-12 19:34:14
5760,5,30000,0,784900568,0.027663,0.0,2020-02-03 07:50:30,2020-03-04 07:50:30,2020-03-04 07:50:30
5761,2,30000,0,602730747,0.020591,0.0,2021-07-03 00:50:08,2021-10-01 00:50:08,2021-10-01 00:50:08
5762,5,30000,0,949291637,0.012085,0.0,2022-12-27 23:49:28,2023-01-26 23:49:28,2023-01-26 23:49:28
5763,9,20000,0,490904479,0.012096,0.0,2021-03-19 04:15:56,2021-05-18 04:15:56,2021-05-18 04:15:56
5764,5,30000,0,968254598,0.013044,2432789.6309319907,2023-02-24 03:40:37,2023-03-26 03:40:37,2023-04-17 03:40:37
5765,12,10000,0,368000417,0.013889,0.0,2022-08-22 05:32:41,2022-11-20 05:32:41,2022-11-20 05:32:41
5766,6,10000,0,879773995,0.012818,0.0,2023-06-15 12:16:41,2023-08-14 12:16:41,2023-08-14 12:16:41
5767,2,0,0,860681288,0.016488,0.0,2023-08-21 05:21:01,2023-11-19 05:21:01,2023-11-19 05:21:01
5768,9,0,0,561964128,0.023948,0.0,2021-10-21 18:56:32,2021-12-20 18:56:32,2021-12-20 18:56:32
5769,3,30000,0,189434465,0.016792,0.0,2021-02-21 09:36:40,2021-03-23 09:36:40,2021-03-23 09:36:40
5770,11,10000,0,256792764,0.022934,0.0,2022-03-22 19:08:08,2022-05-21 19:08:08,2022-05-21 19:08:08
5771,6,0,0,45070527,0.011074,519699.49983702856,2021-04-20 20:57:09,2021-07-19 20:57:09,2021-09-16 20:57:09
5772,5,0,0,186506312,0.014758,0.0,2021-07-13 22:32:39,2021-10-11 22:32:39,2021-10-11 22:32:39
5773,4,0,0,444844423,0.018808,684028.1731397721,2021-05-16 13:17:35,2021-07-15 13:17:35,2021-07-29 13:17:35
5774,9,30000,0,715819833,0.023693,0.0,2023-11-06 12:59:27,2023-12-06 12:59:27,2023-12-06 12:59:27
5775,4,10000,0,559015910,0.014575,0.0,2022-02-18 01:57:06,2022-04-19 01:57:06,2022-04-19 01:57:06
5776,9,10000,0,776466040,0.021049,0.0,2021-02-07 06:22:47,2021-05-08 06:22:47,2021-05-08 06:22:47
5777,4,30000,0,51599501,0.016903,203306.34628270176,2021-01-05 23:11:29,2021-02-04 23:11:29,2021-02-26 23:11:29
5778,7,0,0,823159164,0.02491,0.0,2020-04-25 02:15:32,2020-06-24 02:15:32,2020-06-24 02:15:32
5779,11,0,0,161740526,0.021617,203802.52745052188,2023-11-18 03:24:03,2023-12-18 03:24:03,2024-01-09 03:24:03
5780,12,30000,0,338580202,0.013637,0.0,2021-11-11 20:38:04,2021-12-11 20:38:04,2021-12-11 20:38:04
5781,1,0,0,650947744,0.024918,0.0,2020-09-28 09:21:33,2020-10-28 09:21:33,2020-10-28 09:21:33
5782,10,20000,0,127825426,0.018251,0.0,2022-03-03 00:01:25,2022-04-02 00:01:25,2022-04-02 00:01:25
5783,10,30000,0,85309315,0.019185,0.0,2021-09-27 21:22:57,2021-11-26 21:22:57,2021-11-26 21:22:57
5784,2,30000,0,101691329,0.019373,0.0,2023-01-12 03:44:08,2023-04-12 03:44:08,2023-04-12 03:44:08
5785,6,0,0,130390024,0.012914,0.0,2020-01-21 06:38:55,2020-02-20 06:38:55,2020-02-20 06:38:55
5786,8,20000,0,392749672,0.026213,3270152.319075857,2020-01-04 03:17:41,2020-02-03 03:17:41,2020-04-03 03:17:41
5787,9,0,0,1699027,0.018446,0.0,2021-03-07 23:57:56,2021-05-06 23:57:56,2021-05-06 23:57:56
5788,11,0,0,555797465,0.028992,0.0,2023-05-11 18:14:08,2023-08-09 18:14:08,2023-08-09 18:14:08
5789,10,0,0,177999430,0.014164,0.0,2020-02-11 15:23:46,2020-05-11 15:23:46,2020-05-11 15:23:46
5790,10,10000,0,561703945,0.023292,0.0,2020-01-15 11:44:27,2020-02-14 11:44:27,2020-02-14 11:44:27
5791,11,20000,0,568878563,0.012048,0.0,2020-12-22 20:12:04,2021-02-20 20:12:04,2021-02-20 20:12:04
5792,1,10000,0,497874465,0.025038,0.0,2020-08-10 14:44:51,2020-09-09 14:44:51,2020-09-09 14:44:51
5793,7,0,0,389830315,0.02056,0.0,2021-07-03 23:33:40,2021-08-02 23:33:40,2021-08-02 23:33:40
5794,2,10000,0,35965378,0.025836,0.0,2022-07-22 16:43:30,2022-08-21 16:43:30,2022-08-21 16:43:30
5795,4,20000,0,58095002,0.018693,0.0,2022-06-01 16:47:45,2022-08-30 16:47:45,2022-08-30 16:47:45
5796,12,20000,0,341996307,0.026502,0.0,2022-10-12 23:43:37,2022-12-11 23:43:37,2022-12-11 23:43:37
5797,6,10000,0,733751420,0.009889,0.0,2021-04-19 05:43:17,2021-05-19 05:43:17,2021-05-19 05:43:17
5798,7,0,0,101467640,0.02396,0.0,2021-09-03 22:58:29,2021-10-03 22:58:29,2021-10-03 22:58:29
5799,8,0,0,53673734,0.014746,0.0,2023-05-23 17:31:00,2023-08-21 17:31:00,2023-08-21 17:31:00
5800,9,30000,0,750535376,0.027084,0.0,2020-06-19 07:51:20,2020-07-19 07:51:20,2020-07-19 07:51:20
5801,8,20000,0,150625086,0.018949,0.0,2021-07-26 06:00:11,2021-09-24 06:00:11,2021-09-24 06:00:11
5802,11,30000,0,210059239,0.012687,0.0,2021-06-09 20:05:12,2021-09-07 20:05:12,2021-09-07 20:05:12
5803,11,20000,0,841853427,0.020466,4227901.6701363195,2021-01-04 03:57:31,2021-03-05 03:57:31,2021-04-04 03:57:31
5804,7,10000,0,368472430,0.010761,400772.7256403975,2023-09-26 10:17:28,2023-11-25 10:17:28,2023-12-03 10:17:28
5805,3,10000,0,821660348,0.028475,2620358.123749708,2023-02-15 04:17:06,2023-03-17 04:17:06,2023-04-19 04:17:06
5806,2,10000,0,330617842,0.012352,0.0,2021-04-13 22:59:53,2021-07-12 22:59:53,2021-07-12 22:59:53
5807,2,0,10000,467157224,0.014943,0.0,2020-04-08 19:20:49,2020-05-08 19:20:49,2020-05-08 19:20:49
5808,4,30000,20000,38763816,0.027817,273380.1144679581,2023-08-17 01:59:19,2023-10-16 01:59:19,2023-12-12 01:59:19
5809,4,30000,0,212996226,0.017982,0.0,2021-05-13 04:23:16,2021-07-12 04:23:16,2021-07-12 04:23:16
5810,3,10000,0,929215526,0.025384,2207808.2051099734,2023-01-10 19:49:41,2023-03-11 19:49:41,2023-03-23 19:49:41
5811,3,10000,0,292933629,0.013442,661422.272002359,2023-01-31 12:51:06,2023-04-01 12:51:06,2023-04-29 12:51:06
5812,6,0,0,262595349,0.017526,0.0,2023-01-24 14:34:29,2023-02-23 14:34:29,2023-02-23 14:34:29
5813,3,10000,0,785004680,0.009762,0.0,2021-09-02 19:32:24,2021-10-02 19:32:24,2021-10-02 19:32:24
5814,6,30000,0,774869452,0.011524,0.0,2022-03-09 00:20:11,2022-04-08 00:20:11,2022-04-08 00:20:11
5815,10,10000,0,116073606,0.015339,0.0,2022-02-19 09:54:13,2022-03-21 09:54:13,2022-03-21 09:54:13
5816,7,30000,0,177433963,0.019007,131797.634273055,2021-05-26 06:33:18,2021-08-24 06:33:18,2021-08-28 06:33:18
5817,12,10000,0,77275908,0.02425,0.0,2020-06-02 20:35:23,2020-08-31 20:35:23,2020-08-31 20:35:23
5818,6,30000,0,195021593,0.018697,0.0,2022-08-13 03:46:43,2022-11-11 03:46:43,2022-11-11 03:46:43
5819,4,10000,0,163699332,0.012233,0.0,2023-12-02 10:28:23,2024-01-31 10:28:23,2024-01-31 10:28:23
5820,1,20000,10000,127299236,0.020048,0.0,2020-08-07 03:58:50,2020-11-05 03:58:50,2020-11-05 03:58:50
5821,2,0,0,960479350,0.025886,490237.3823904758,2022-09-02 00:29:24,2022-10-02 00:29:24,2022-10-05 00:29:24
5822,7,20000,0,100869003,0.01498,1040376.7470459127,2022-06-22 07:27:23,2022-08-21 07:27:23,2022-10-17 07:27:23
5823,9,30000,0,129136585,0.028462,1209852.1139502625,2020-09-24 06:52:21,2020-10-24 06:52:21,2020-11-30 06:52:21
5824,1,0,0,7180822,0.009556,0.0,2022-07-13 15:18:17,2022-09-11 15:18:17,2022-09-11 15:18:17
5825,6,10000,0,801735858,0.020681,4547049.70543404,2021-07-23 05:36:24,2021-09-21 05:36:24,2021-11-03 05:36:24
5826,9,30000,0,619598796,0.010274,3890108.9957319987,2023-05-13 14:12:06,2023-06-12 14:12:06,2023-07-09 14:12:06
5827,10,20000,0,645247993,0.023998,168153.27456053175,2023-11-18 09:39:18,2024-02-16 09:39:18,2024-02-18 09:39:18
5828,12,0,0,928062488,0.025293,0.0,2020-03-02 09:21:57,2020-05-01 09:21:57,2020-05-01 09:21:57
5829,4,0,0,964971151,0.011162,0.0,2021-09-12 01:33:15,2021-10-12 01:33:15,2021-10-12 01:33:15
5830,12,10000,0,557107483,0.02188,0.0,2022-02-08 03:20:45,2022-05-09 03:20:45,2022-05-09 03:20:45
5831,1,10000,0,64789478,0.021347,449336.78054328915,2023-03-05 19:17:19,2023-06-03 19:17:19,2023-07-04 19:17:19
5832,12,10000,0,221904507,0.011966,0.0,2021-11-17 15:58:27,2022-01-16 15:58:27,2022-01-16 15:58:27
5833,5,30000,0,802140212,0.024847,0.0,2023-07-22 04:29:17,2023-10-20 04:29:17,2023-10-20 04:29:17
5834,10,0,0,690253319,0.015527,0.0,2021-04-18 08:20:27,2021-05-18 08:20:27,2021-05-18 08:20:27
5835,7,30000,0,503565399,0.025024,0.0,2023-11-18 00:40:47,2024-01-17 00:40:47,2024-01-17 00:40:47
5836,8,0,0,804973060,0.01783,0.0,2020-02-01 11:29:22,2020-03-02 11:29:22,2020-03-02 11:29:22
5837,8,0,0,762761607,0.029067,1722261.3841615904,2021-05-21 12:46:47,2021-07-20 12:46:47,2021-08-03 12:46:47
5838,7,30000,0,724052617,0.019921,7837252.410780446,2022-07-21 14:55:48,2022-08-20 14:55:48,2022-10-10 14:55:48
5839,12,20000,0,727865069,0.02813,1392969.2246317843,2020-01-16 07:55:57,2020-03-16 07:55:57,2020-03-28 07:55:57
5840,2,20000,0,267927149,0.019277,0.0,2023-11-13 10:04:05,2023-12-13 10:04:05,2023-12-13 10:04:05
5841,5,10000,0,228836875,0.009993,0.0,2020-02-17 06:40:06,2020-03-18 06:40:06,2020-03-18 06:40:06
5842,8,10000,0,18097689,0.028536,0.0,2022-01-03 20:04:51,2022-03-04 20:04:51,2022-03-04 20:04:51
5843,10,0,0,347311705,0.009679,0.0,2020-02-09 10:21:45,2020-04-09 10:21:45,2020-04-09 10:21:45
5844,6,20000,0,757972338,0.018031,0.0,2022-10-31 23:05:08,2023-01-29 23:05:08,2023-01-29 23:05:08
5845,11,0,0,177427692,0.029569,137195.5973872093,2022-05-10 06:29:19,2022-06-09 06:29:19,2022-06-12 06:29:19
5846,7,30000,0,633012331,0.010461,0.0,2020-02-08 05:32:32,2020-04-08 05:32:32,2020-04-08 05:32:32
5847,3,0,0,294250059,0.020813,0.0,2020-09-18 03:14:20,2020-11-17 03:14:20,2020-11-17 03:14:20
5848,10,30000,0,836145267,0.023408,0.0,2022-12-13 04:04:15,2023-01-12 04:04:15,2023-01-12 04:04:15
5849,9,10000,0,531015864,0.01494,0.0,2021-11-30 22:22:14,2022-01-29 22:22:14,2022-01-29 22:22:14
5850,10,0,0,485695945,0.01812,0.0,2020-06-01 08:30:20,2020-07-01 08:30:20,2020-07-01 08:30:20
5851,10,30000,0,577764291,0.02197,0.0,2022-02-06 14:11:07,2022-05-07 14:11:07,2022-05-07 14:11:07
5852,2,0,0,330169536,0.029709,0.0,2022-04-16 07:54:02,2022-05-16 07:54:02,2022-05-16 07:54:02
5853,10,0,0,330100101,0.026645,1027426.7777815895,2022-07-16 12:53:19,2022-09-14 12:53:19,2022-10-11 12:53:19
5854,4,30000,0,690314117,0.028213,0.0,2022-06-09 12:37:23,2022-08-08 12:37:23,2022-08-08 12:37:23
5855,12,30000,0,876245069,0.010542,0.0,2022-09-10 06:56:58,2022-12-09 06:56:58,2022-12-09 06:56:58
5856,12,0,0,128508385,0.013026,0.0,2020-05-15 05:11:00,2020-07-14 05:11:00,2020-07-14 05:11:00
5857,11,10000,0,749686146,0.016373,0.0,2020-06-10 05:10:15,2020-07-10 05:10:15,2020-07-10 05:10:15
5858,12,10000,0,721907868,0.025095,583899.5788927358,2021-06-08 18:33:31,2021-07-08 18:33:31,2021-08-12 18:33:31
5859,11,0,0,583576660,0.020146,8730095.47685963,2020-08-27 12:54:47,2020-09-26 12:54:47,2020-11-21 12:54:47
5860,12,0,0,159029012,0.010381,734790.0800999777,2021-10-13 05:00:21,2021-12-12 05:00:21,2022-01-18 05:00:21
5861,12,0,0,37641709,0.013564,0.0,2022-09-03 15:27:53,2022-10-03 15:27:53,2022-10-03 15:27:53
5862,12,30000,0,471915942,0.027661,0.0,2021-05-23 08:33:07,2021-07-22 08:33:07,2021-07-22 08:33:07
5863,6,30000,0,766666666,0.010464,0.0,2023-04-09 11:36:38,2023-05-09 11:36:38,2023-05-09 11:36:38
5864,11,0,0,825368049,0.015052,2839688.7290892405,2022-06-29 11:02:52,2022-07-29 11:02:52,2022-09-10 11:02:52
5865,7,0,0,988145821,0.016965,0.0,2022-06-07 10:12:03,2022-08-06 10:12:03,2022-08-06 10:12:03
5866,1,30000,10000,964818032,0.023277,0.0,2023-01-13 17:31:43,2023-02-12 17:31:43,2023-02-12 17:31:43
5867,1,30000,0,905120298,0.019684,0.0,2021-07-16 10:13:24,2021-10-14 10:13:24,2021-10-14 10:13:24
5868,3,10000,0,661412709,0.014275,4117165.2635142524,2022-10-09 17:18:13,2022-12-08 17:18:13,2023-01-09 17:18:13
5869,11,10000,0,726581128,0.012047,0.0,2023-07-02 23:24:17,2023-09-30 23:24:17,2023-09-30 23:24:17
5870,9,0,0,777728120,0.016181,0.0,2023-06-05 20:20:18,2023-08-04 20:20:18,2023-08-04 20:20:18
5871,11,10000,0,480293035,0.029619,0.0,2020-04-10 11:47:49,2020-06-09 11:47:49,2020-06-09 11:47:49
5872,1,10000,0,667401814,0.023379,0.0,2022-11-12 03:52:53,2023-01-11 03:52:53,2023-01-11 03:52:53
5873,5,30000,0,74096996,0.019552,0.0,2021-10-07 02:55:35,2021-12-06 02:55:35,2021-12-06 02:55:35
5874,6,10000,0,864428526,0.01736,0.0,2020-02-10 11:15:30,2020-04-10 11:15:30,2020-04-10 11:15:30
5875,5,30000,50000,985276378,0.025324,7699343.525797724,2023-02-03 18:33:56,2023-04-04 18:33:56,2023-05-06 18:33:56
5876,1,30000,0,666351276,0.023218,10401867.10114053,2022-08-23 12:13:13,2022-11-21 12:13:13,2023-01-20 12:13:13
5877,9,0,0,553210738,0.011554,0.0,2020-04-14 23:19:30,2020-06-13 23:19:30,2020-06-13 23:19:30
5878,9,10000,0,783710014,0.018517,0.0,2022-03-13 10:34:32,2022-06-11 10:34:32,2022-06-11 10:34:32
5879,2,0,0,856212809,0.023742,0.0,2021-12-10 16:19:37,2022-02-08 16:19:37,2022-02-08 16:19:37
5880,6,0,0,250522256,0.011925,0.0,2020-11-26 21:00:34,2021-01-25 21:00:34,2021-01-25 21:00:34
5881,12,30000,0,698159580,0.025731,0.0,2022-11-21 04:51:29,2022-12-21 04:51:29,2022-12-21 04:51:29
5882,3,10000,0,483096635,0.026541,1087925.9478680028,2021-07-24 22:43:24,2021-08-23 22:43:24,2021-10-01 22:43:24
5883,9,20000,0,334360773,0.015286,228778.47196895257,2020-07-23 00:56:33,2020-09-21 00:56:33,2020-10-21 00:56:33
5884,6,0,0,978019332,0.014994,0.0,2020-11-30 20:13:49,2021-01-29 20:13:49,2021-01-29 20:13:49
5885,9,10000,0,487721013,0.010704,0.0,2023-01-31 21:37:58,2023-03-02 21:37:58,2023-03-02 21:37:58
5886,11,0,0,305144198,0.021472,0.0,2021-01-20 15:18:18,2021-03-21 15:18:18,2021-03-21 15:18:18
5887,2,10000,0,251914956,0.014604,0.0,2023-05-27 22:12:26,2023-08-25 22:12:26,2023-08-25 22:12:26
5888,12,30000,0,771089221,0.01203,1999693.454422706,2023-05-08 21:27:06,2023-07-07 21:27:06,2023-07-30 21:27:06
5889,5,0,0,37404810,0.015519,75208.00680072956,2023-04-14 02:26:10,2023-07-13 02:26:10,2023-07-21 02:26:10
5890,3,10000,0,874441051,0.013089,0.0,2020-07-24 17:32:50,2020-10-22 17:32:50,2020-10-22 17:32:50
5891,7,10000,0,897128052,0.020274,0.0,2022-10-14 10:23:35,2022-12-13 10:23:35,2022-12-13 10:23:35
5892,12,0,0,627093528,0.018911,0.0,2021-02-01 02:49:41,2021-03-03 02:49:41,2021-03-03 02:49:41
5893,11,10000,0,944702412,0.013815,0.0,2020-05-31 04:03:17,2020-07-30 04:03:17,2020-07-30 04:03:17
5894,1,10000,0,19685904,0.01083,0.0,2022-05-28 22:09:27,2022-06-27 22:09:27,2022-06-27 22:09:27
5895,1,10000,10000,856424711,0.027663,0.0,2022-11-11 23:31:07,2023-02-09 23:31:07,2023-02-09 23:31:07
5896,2,10000,0,386800625,0.028344,501597.5196085225,2020-05-16 18:43:18,2020-06-15 18:43:18,2020-06-21 18:43:18
5897,8,30000,0,943718218,0.020184,0.0,2023-05-28 03:55:48,2023-06-27 03:55:48,2023-06-27 03:55:48
5898,8,0,0,77339135,0.01454,0.0,2023-09-19 18:50:08,2023-11-18 18:50:08,2023-11-18 18:50:08
5899,5,10000,0,31536780,0.01569,0.0,2022-08-15 06:46:10,2022-10-14 06:46:10,2022-10-14 06:46:10
5900,4,0,20000,959835295,0.014222,0.0,2023-12-19 23:53:00,2024-02-17 23:53:00,2024-02-17 23:53:00
5901,4,10000,0,643203808,0.021372,0.0,2022-03-03 13:40:09,2022-04-02 13:40:09,2022-04-02 13:40:09
5902,12,20000,0,374428642,0.01089,0.0,2022-03-04 00:52:19,2022-05-03 00:52:19,2022-05-03 00:52:19
5903,12,10000,0,904587193,0.012757,0.0,2020-12-12 12:02:33,2021-02-10 12:02:33,2021-02-10 12:02:33
5904,7,0,0,978065745,0.023255,0.0,2021-05-05 09:11:18,2021-06-04 09:11:18,2021-06-04 09:11:18
5905,5,10000,50000,901398783,0.011701,0.0,2023-09-19 22:32:21,2023-11-18 22:32:21,2023-11-18 22:32:21
5906,6,10000,0,110616912,0.009885,0.0,2020-10-15 10:15:13,2021-01-13 10:15:13,2021-01-13 10:15:13
5907,11,30000,0,833152548,0.016214,0.0,2021-02-01 18:01:34,2021-04-02 18:01:34,2021-04-02 18:01:34
5908,8,10000,0,256700985,0.017286,0.0,2021-12-02 03:09:57,2022-01-01 03:09:57,2022-01-01 03:09:57
5909,2,10000,0,871558534,0.028471,0.0,2023-01-23 20:34:27,2023-04-23 20:34:27,2023-04-23 20:34:27
5910,3,10000,0,403633719,0.020752,0.0,2020-10-22 21:51:23,2020-12-21 21:51:23,2020-12-21 21:51:23
5911,5,20000,0,360702970,0.021693,0.0,2023-05-11 17:41:07,2023-06-10 17:41:07,2023-06-10 17:41:07
5912,2,30000,0,416050766,0.014128,0.0,2023-10-27 23:22:22,2023-11-26 23:22:22,2023-11-26 23:22:22
5913,9,10000,0,22016473,0.02264,80744.36627781423,2022-11-08 01:06:18,2023-01-07 01:06:18,2023-01-26 01:06:18
5914,1,10000,0,704145657,0.012367,2801035.0056696516,2021-02-24 18:00:27,2021-05-25 18:00:27,2021-06-18 18:00:27
5915,5,0,0,238057243,0.016675,68886.8981944192,2021-04-23 19:01:26,2021-06-22 19:01:26,2021-06-28 19:01:26
5916,8,0,0,764975957,0.020392,0.0,2020-10-05 13:07:40,2020-12-04 13:07:40,2020-12-04 13:07:40
5917,8,0,0,855998690,0.018245,0.0,2022-08-31 02:15:04,2022-10-30 02:15:04,2022-10-30 02:15:04
5918,8,0,0,924113119,0.016306,0.0,2021-10-18 05:18:15,2022-01-16 05:18:15,2022-01-16 05:18:15
5919,6,0,0,157960414,0.026677,0.0,2020-07-01 15:06:23,2020-08-30 15:06:23,2020-08-30 15:06:23
5920,3,10000,0,330788127,0.009012,0.0,2020-11-22 20:33:02,2021-01-21 20:33:02,2021-01-21 20:33:02
5921,7,30000,0,217877003,0.014787,0.0,2022-08-31 21:08:41,2022-10-30 21:08:41,2022-10-30 21:08:41
5922,8,10000,0,772522536,0.024666,0.0,2022-09-25 18:02:03,2022-11-24 18:02:03,2022-11-24 18:02:03
5923,3,0,0,207126633,0.016901,0.0,2021-10-05 20:39:42,2021-11-04 20:39:42,2021-11-04 20:39:42
5924,1,0,0,678035739,0.010186,0.0,2021-05-19 07:56:45,2021-06-18 07:56:45,2021-06-18 07:56:45
5925,7,30000,0,117710118,0.015178,69877.49170380224,2022-03-23 09:18:43,2022-05-22 09:18:43,2022-06-22 09:18:43
5926,2,10000,0,650874186,0.022101,0.0,2021-06-10 13:34:59,2021-09-08 13:34:59,2021-09-08 13:34:59
5927,7,0,0,195490933,0.010601,0.0,2022-03-06 19:56:52,2022-04-05 19:56:52,2022-04-05 19:56:52
5928,6,10000,0,935974461,0.029004,0.0,2023-10-29 20:45:47,2023-12-28 20:45:47,2023-12-28 20:45:47
5929,5,20000,50000,841439245,0.022441,0.0,2021-01-06 12:00:32,2021-02-05 12:00:32,2021-02-05 12:00:32
5930,12,30000,0,505423319,0.028573,0.0,2022-01-30 02:34:04,2022-03-01 02:34:04,2022-03-01 02:34:04
5931,3,30000,0,737870479,0.022786,460909.9728413397,2022-04-15 01:30:10,2022-06-14 01:30:10,2022-07-19 01:30:10
5932,10,30000,0,862434856,0.017884,0.0,2021-03-20 17:54:07,2021-04-19 17:54:07,2021-04-19 17:54:07
5933,3,0,0,102922824,0.015595,0.0,2022-10-26 10:23:51,2022-11-25 10:23:51,2022-11-25 10:23:51
5934,8,10000,0,344945555,0.021384,3927741.474857474,2023-01-19 13:14:22,2023-02-18 13:14:22,2023-03-28 13:14:22
5935,3,0,0,622058993,0.016042,0.0,2022-07-06 11:49:25,2022-10-04 11:49:25,2022-10-04 11:49:25
5936,11,10000,0,575652130,0.029563,0.0,2021-02-25 21:35:12,2021-04-26 21:35:12,2021-04-26 21:35:12
5937,11,0,0,906584396,0.017367,0.0,2021-03-03 15:23:13,2021-04-02 15:23:13,2021-04-02 15:23:13
5938,9,0,0,301073982,0.00975,0.0,2022-11-13 13:34:28,2022-12-13 13:34:28,2022-12-13 13:34:28
5939,10,10000,0,356197410,0.01657,0.0,2020-10-07 00:16:26,2020-12-06 00:16:26,2020-12-06 00:16:26
5940,6,10000,0,338474863,0.022108,641110.1821226435,2020-11-27 22:17:40,2021-01-26 22:17:40,2021-03-10 22:17:40
5941,6,30000,0,764284070,0.02942,0.0,2021-11-22 14:30:00,2022-01-21 14:30:00,2022-01-21 14:30:00
5942,4,10000,0,798995533,0.022387,0.0,2021-09-24 04:30:32,2021-11-23 04:30:32,2021-11-23 04:30:32
5943,6,0,0,158529017,0.012208,173779.74782799743,2022-12-14 12:53:53,2023-01-13 12:53:53,2023-01-20 12:53:53
5944,9,0,0,957197736,0.019937,0.0,2023-10-05 23:16:11,2023-12-04 23:16:11,2023-12-04 23:16:11
5945,12,0,0,338621287,0.029597,0.0,2023-07-20 02:01:27,2023-10-18 02:01:27,2023-10-18 02:01:27
5946,1,0,0,630247950,0.011685,0.0,2021-11-19 20:10:49,2021-12-19 20:10:49,2021-12-19 20:10:49
5947,12,0,0,74965675,0.019238,0.0,2022-12-27 01:04:16,2023-01-26 01:04:16,2023-01-26 01:04:16
5948,1,30000,0,992168428,0.016244,0.0,2021-09-27 19:22:47,2021-10-27 19:22:47,2021-10-27 19:22:47
5949,7,10000,0,291735548,0.02432,3082259.1495904145,2023-02-14 06:14:20,2023-05-15 06:14:20,2023-06-22 06:14:20
5950,12,20000,0,252506270,0.015721,0.0,2021-02-02 19:07:03,2021-03-04 19:07:03,2021-03-04 19:07:03
5951,1,10000,0,38691383,0.023387,0.0,2021-08-09 17:20:42,2021-09-08 17:20:42,2021-09-08 17:20:42
5952,1,10000,0,208473573,0.022293,0.0,2021-04-03 14:07:45,2021-06-02 14:07:45,2021-06-02 14:07:45
5953,12,10000,0,99945886,0.015209,0.0,2021-07-07 09:25:06,2021-08-06 09:25:06,2021-08-06 09:25:06
5954,2,0,0,575299277,0.011173,0.0,2021-10-16 21:58:11,2021-11-15 21:58:11,2021-11-15 21:58:11
5955,5,0,0,359122516,0.018862,0.0,2021-03-06 08:42:39,2021-05-05 08:42:39,2021-05-05 08:42:39
5956,9,10000,0,621992581,0.023188,0.0,2021-02-03 08:30:37,2021-05-04 08:30:37,2021-05-04 08:30:37
5957,8,0,0,442871326,0.013403,0.0,2020-12-13 19:50:56,2021-02-11 19:50:56,2021-02-11 19:50:56
5958,12,30000,0,552759672,0.020665,0.0,2021-03-20 03:09:48,2021-04-19 03:09:48,2021-04-19 03:09:48
5959,10,10000,0,533028954,0.011492,0.0,2021-02-18 23:21:41,2021-03-20 23:21:41,2021-03-20 23:21:41
5960,1,0,0,2345048,0.017013,0.0,2020-06-13 11:07:18,2020-08-12 11:07:18,2020-08-12 11:07:18
5961,6,0,0,957236933,0.01987,0.0,2022-12-29 04:10:52,2023-02-27 04:10:52,2023-02-27 04:10:52
5962,11,0,0,79560160,0.022501,0.0,2023-10-04 23:43:09,2023-12-03 23:43:09,2023-12-03 23:43:09
